geneName,log2FoldChange
ylaK,2.292843984
glgA,2.295983011
pyrB,2.296338232
sdpB,2.298803308
albG,2.302432231
yqxA,2.316154136
yosL,2.317378988
yndD,2.32474724
sdpA,2.340224275
glgP,2.342252533
BS3610_RS24360,2.345353495
BS3610_RS21235,2.345736297
yhcM,2.351663055
ybaK,2.358658633
ykoY,2.36134297
yonG,2.366889656
epsJ,2.371336366
yopY,2.372178122
yorZ,2.374084933
ylmC,2.374811728
ytbE,2.378028366
yotJ,2.387134876
yoqR,2.389181809
yrkB,2.391408383
yraF,2.392222149
ypuC,2.397341606
hisD,2.402245643
epsH,2.40391604
yopO,2.404380701
yppD,2.408518232
yopS,2.408689618
spoIID,2.409691967
ytnL,2.414533308
aprE,2.415902298
yaaC,2.419217527
BS3610_RS20625,2.422468555
nucB,2.424422442
mmgF,2.425034493
skfB,2.431361318
pdaA,2.43149535
yosG,2.434057218
yyaS,2.439216896
yonT,2.440849918
yraG,2.446269066
comGF,2.448953278
yqbQ,2.452458534
gpr,2.457143112
BS3610_RS24250,2.461528961
ydhD,2.465163285
yrdA,2.467438016
ytrH,2.470000026
gerBA,2.47129057
yorK,2.472894277
ydcC,2.473149025
yozM,2.473552255
yrzA,2.480056947
ywjD,2.480820012
kinB,2.481744075
spoVAEB,2.484506971
nrnB,2.484660852
isp,2.489379839
thrZ,2.497700471
ythA,2.505891324
ynzB,2.506656772
yydG,2.512770155
glgD,2.515230571
bhlA,2.520369666
yphA,2.521925433
yxnB,2.523459319
ydzQ,2.525041208
yqbS,2.529861232
exoA,2.542562421
yczL,2.542728505
ycgG,2.553180739
yunB,2.554309634
BS3610_RS24150,2.556456914
yunC,2.557204382
yutH,2.561855115
rapF,2.561974975
yoqP,2.562583328
hisH,2.567188208
ssuD,2.569107807
yoaM,2.570161941
glnT,2.579033755
rapC,2.581561207
phrC,2.583461635
yteV,2.586449617
BS3610_RS23635,2.60225091
yqaE,2.602690169
BS3610_RS24190,2.606208098
yezD,2.619310594
yddG,2.623218871
yxjF,2.625802866
BS3610_RS23830,2.626344042
yxbA,2.638215116
hisF,2.639590483
yosD,2.640181409
BS3610_RS24570,2.640586679
epsA,2.653952166
yqhO,2.65579968
ykoL,2.656565012
ydzJ,2.659453052
yusW,2.661583319
thiN,2.667433605
yopN,2.66749967
glgC,2.669444678
pbpG,2.669758175
sipW,2.669813177
spoIVFB,2.671268817
yddH,2.673312527
yoyB,2.67934832
BS3610_RS23480,2.684429666
spoIIIAB,2.690178027
yrrI,2.699882424
sqhC,2.720889984
ywcE,2.724986158
cidA,2.74101406
ydfC,2.742586909
yotL,2.743303323
ylbJ,2.744719791
yyaD,2.745450807
yfmG,2.746377488
ygzC,2.762930862
citH,2.77162128
yndF,2.772824117
yddB,2.776117334
yvdQ,2.778012929
yjmC,2.78252091
lonB,2.787719998
hisG,2.791821877
glsB,2.800622459
BS3610_RS23400,2.816585918
yrzM,2.820919665
bofA,2.820927617
ssuC,2.82100901
yhfA,2.821924474
yomM,2.823235777
cwlD,2.84710897
yaaH,2.852955866
stoA,2.85389012
yocM,2.853994589
ctpB,2.8576924
BS3610_RS23815,2.861302574
yizC,2.862894385
yycQ,2.863375293
yisY,2.867074326
ybcM,2.872048126
BS3610_RS22650,2.876391855
yosE,2.876510869
yqaG,2.88374959
ykzI,2.892229581
yhbB,2.898399888
sodF,2.90289958
BS3610_RS23540,2.906239629
atoB,2.91118072
tcyL,2.911446719
epsB,2.913556121
sinI,2.930008013
yomF,2.94826566
tasA,2.952020065
spoIIB,2.95479665
ykoT,2.956271839
spoIVCA,2.957350756
degQ,2.969721082
yezF,2.980851173
yydF,2.982223207
yjnA,2.98223018
yloB,2.991249949
BS3610_RS11360,3.000607386
glgB,3.008033738
yotM,3.011594063
yosH,3.016270758
BS3610_RS24480,3.019191864
yngE,3.020243534
fbpC,3.021285117
yhzC,3.023174578
yqaF,3.026433724
ytnI,3.049092329
BS3610_RS23230,3.050466315
BS3610_RS23305,3.051342791
tepA,3.054849377
yesK,3.060270642
spmA,3.060648796
hisB,3.0611979
spoIIP,3.073620527
yqfD,3.076613172
yqaQ,3.079938583
BS3610_RS24590,3.085307197
ytrI,3.085439993
yjzC,3.088420419
yhjQ,3.089782462
ywcB,3.090653271
ytwI,3.099343547
ydzX,3.104867034
ykuS,3.116663858
yjbA,3.117399673
yciB,3.119813734
ykoS,3.126957323
ypzA,3.127037744
yizD,3.140088476
yrpE,3.143966334
proH,3.157843526
spoVAD,3.158137569
spoIIIAE,3.161109683
proJ,3.164559043
gerKA,3.171889303
BS3610_RS24160,3.175074741
ylaJ,3.213773118
yngF,3.217033832
BS3610_RS23510,3.217243167
BS3610_RS24405,3.219298114
yuzE,3.230941398
ywcI,3.250261641
yqgO,3.265198318
ykzR,3.270710854
ywfA,3.271594595
yotF,3.273636625
yczF,3.273810159
ycgH,3.287314955
ykvI,3.288163039
sacT,3.288413701
rsfA,3.297968522
BS3610_RS24420,3.298800827
atoA,3.313926454
spoVAEA,3.344133846
BS3610_RS23755,3.344321765
ytfI,3.345748791
ssuA,3.350145211
spoIIQ,3.350770347
yqaI,3.351074326
spoVD,3.354463606
ynzK,3.357079949
ylzJ,3.35780888
ytnM,3.367747278
sigG,3.384216289
yozF,3.401577934
yqaN,3.409662752
spoVAC,3.416266165
yhaL,3.422721509
spoIIIAD,3.422937576
spoIIIAA,3.430579006
yokU,3.432236418
yqgE,3.435308646
ymaF,3.438132574
ssuB,3.452761346
ypeB,3.453011771
yyaC,3.453481562
spoIIGA,3.457736529
yngG,3.461810708
mmgE,3.465962666
ywbA,3.466182874
spoIIIAH,3.480240708
yrzI,3.481583915
ymxH,3.487600632
yopM,3.488107414
ykvU,3.491181486
yqzO,3.49269623
yngHB,3.494562766
adhB,3.498178369
yflJ,3.508078786
BS3610_RS24200,3.508301397
spoIIIAG,3.515202348
yisJ,3.518174824
yomY,3.52725525
dacB,3.536871858
yrzK,3.541527376
yhfM,3.546213231
spoIVFA,3.56037835
ypfB,3.562999285
gdh,3.604348668
ydhU,3.607793447
yngJ,3.623052734
yuzF,3.628109751
yveA,3.635622135
ytlD,3.642444785
alrB,3.646245186
yjcA,3.651867412
yugT,3.654154126
yqhH,3.655733334
spmB,3.658541227
ywzD,3.664173611
tapA,3.665109285
spoIVA,3.668507161
gerM,3.671892717
yddI,3.676841806
mmgD,3.681065269
spoVK,3.686083353
gerR,3.688537482
yrkS,3.690792163
BS3610_RS23885,3.694303845
yptA,3.701635967
sleB,3.711166237
yjaZ,3.713631698
ykjA,3.714243254
yngHA,3.714879675
hisZ,3.717717679
dacF,3.723077365
yrzE,3.72376215
yqcE,3.728199534
spoIVCB,3.730661787
yqzG,3.736907602
ygaK,3.742391771
yxjC,3.744669933
yodR,3.75271252
spoVR,3.754447829
mmgC,3.758502546
yjdH,3.761236935
yngI,3.770018539
gerPE,3.770028629
yodS,3.770944863
yhfW,3.77236247
ydfR,3.778980724
yhcD,3.779815109
yurZ,3.783770502
yitM,3.793550932
yozN,3.808434614
ykoN,3.823794352
yqbI,3.831338228
ybxH,3.833213653
lipC,3.840831965
glnM,3.845775011
spoIIIC,3.855906116
spoVID,3.867672186
ywhL,3.8754294
safA,3.881955886
BS3610_RS23685,3.884305739
cotJB,3.884617851
ykvQ,3.893722162
prkA,3.895042129
nadA,3.897176139
glnQ,3.900908791
kamA,3.901714916
yozE,3.903774787
gerPC,3.912593224
spoIIIAF,3.918521283
yjfA,3.919209986
yotD,3.923583287
yknT,3.9310283
yodQ,3.943246955
BS3610_RS23575,3.946252232
yitE,3.948445857
yozT,3.950747577
glcU,3.956277762
sspD,3.96065029
ytfJ,3.964579541
glnP,3.966543001
yjaV,3.966956395
cgeD,3.976741844
spoVAB,3.983819019
cotD,3.985705527
ynzL,3.988355522
ysxE,3.988427802
gerPD,3.999281586
cypA,4.000409016
mmgA,4.014087046
mmgB,4.018483901
ytlC,4.029695418
cotO,4.037905391
yraD,4.050323295
yndA,4.051480445
yngK,4.054471298
yheC,4.069655912
ycgI,4.096051201
cotJC,4.09823844
yorY,4.104655781
BS3610_RS10990,4.106575701
comER,4.113723859
kamB,4.149527063
csgA,4.15740734
yojB,4.159812258
yrbG,4.169474901
spoVM,4.178702813
yraE,4.187519064
lytH,4.206035341
yheD,4.211077567
BS3610_RS23805,4.214802627
yhxC,4.217435343
asnO,4.250435183
yrzR,4.264346327
yusN,4.269955146
yozQ,4.28651275
BS3610_RS24320,4.297390043
yoyE,4.298918435
spoVAA,4.317391369
kapD,4.319878512
yocN,4.322509712
cotP,4.37234267
yrkC,4.375839603
cotJA,4.387782028
gerPB,4.389142243
yqhR,4.401834734
spoIIIAC,4.425267121
glnH,4.461893071
yheF,4.479286231
ydgA,4.493089527
ynfE,4.496972527
gerQ,4.500600462
ypqP,4.508574482
spoIVB,4.512820614
yycO,4.531294401
tgl,4.541972608
yodT,4.550143363
cwlJ,4.551836269
yoaQ,4.561258813
yorX,4.571236731
yrzN,4.583636404
ypzI,4.585864229
ytlA,4.61944062
yckD,4.625213077
yvdP,4.633096183
yqhV,4.633480584
yycP,4.638226768
yteA,4.676489992
spsJ,4.699242235
yoaI,4.719102136
BS3610_RS23210,4.726365833
yozP,4.73100427
ysnD,4.738843381
ykvP,4.740269793
yqfT,4.761386472
ytcB,4.765911207
clsB,4.80888261
BS3610_RS24260,4.821460772
ylbD,4.823168999
ydfS,4.827534924
yisZ,4.829211234
yitA,4.840521936
gerPA,4.852213635
cotA,4.872862348
ywrJ,4.891895435
yndM,4.894467162
yutG,4.90152457
yrrD,4.909467279
sspM,4.920064022
cotH,4.923148437
yobW,4.92836098
yoaN,4.968059104
ylbE,4.974521915
yuzM,4.9747632
putM,4.976806051
yqcD,4.980045726
yitB,4.982131216
BS3610_RS23870,4.983717785
sspI,4.992757087
ypqA,5.005900075
yxeE,5.017135905
yhbH,5.018939537
yqfC,5.02684269
ylyA,5.038546382
spsK,5.049008306
cotF,5.064720451
ytcC,5.09907891
gerPF,5.100809848
spsL,5.108692913
slpH,5.112589213
spoIIID,5.115469105
cotE,5.182075765
ykoP,5.191257813
yozD,5.193896697
yhcN,5.209775053
spsF,5.224679066
yabG,5.230126478
yfnD,5.255274994
ytcA,5.259129075
ydgB,5.297234105
yndL,5.306508374
ykzQ,5.308331756
spsD,5.317345383
csfB,5.318096965
cwlH,5.325393725
cwlC,5.334589679
yjaU,5.363355526
cotT,5.368447141
yxeD,5.388266787
yjzB,5.390222768
cotM,5.393619307
spsG,5.416232407
yhcV,5.424009681
spsC,5.450612615
spsE,5.452766062
yhjR,5.459154369
ytdA,5.460597233
BS3610_RS04820,5.465956911
ymfJ,5.473985355
slpS,5.485815709
spoVFB,5.49861492
ypzF,5.500511348
yoyG,5.504076238
yfnG,5.519109126
coxA,5.520290792
cotZ,5.531516109
cdoA,5.533630005
yfnE,5.538669873
spoVFA,5.554740225
yqfQ,5.577996507
spsB,5.60288893
yfnH,5.612481616
yclG,5.641692012
cotS,5.652928125
yodH,5.66918989
yhcQ,5.671549629
spsI,5.681009641
sspB,5.691087102
yrpDX,5.69582853
yhfC,5.702357537
cotY,5.703520964
yqcI,5.725303333
aprX,5.729028629
gerT,5.741462074
yodN,5.770186595
ydzH,5.780787555
yfhD,5.805010643
sspN,5.814821926
ywhK,5.864440277
yppG,5.868225247
sspA,5.880339105
ykzV,5.881119382
cotSA,5.885182551
yjzK,5.902967049
yhcO,5.91427054
cotW,5.945551592
cotB,5.946494272
yfnF,5.95205155
yuzL,5.955774314
yrzQ,5.96577327
ymaG,5.988125356
BS3610_RS11695,6.019368231
sspC,6.029070754
cotR,6.038396435
ykzD,6.069544481
yodI,6.085880857
cotI,6.111146009
ytxO,6.12052598
sspE,6.132504298
spsA,6.251138752
cotV,6.370538703
yoyF,6.37140383
cgeB,6.378975372
sscB,6.389943998
cotX,6.390041506
tlp,6.415658015
ydzR,6.473884429
ywrK,6.479294163
sspO,6.5313848
sspP,6.531733297
ytzC,6.537237155
cgeA,6.551503929
yjcZ,6.619092258
ypzG,6.64795115
yotN,6.689794741
sspF,6.709277846
sspG,6.720708669
BS3610_RS23430,6.779602198
gerE,6.800779944
ytkC,6.928392077
yqfX,7.012824578
sspK,7.014041762
spoVIF,7.014085793
usd,7.025325127
BS3610_RS23650,7.08473945
cgeC,7.093783672
cotG,7.139978506
cotU,7.148189421
ykzE,7.183515781
sscA,7.222902927
BS3610_RS17900,7.291816511
yuzJ,7.303420388
yurS,7.381376145
ypzD,7.434712549
yczM,7.471220599
ytzL,7.471285841
ykzP,7.48842279
yhdB,7.571392788
yczN,7.708124693
sspJ,7.832519951
BS3610_RS06465,8.167193479
yosA,8.215307896
cotC,8.444846834
